id,name,slug,short_description,description,price,sale_price,stock_quantity,main_image_url,additional_image_urls,display_order,status,category_slug,brand_slug,source_marketplace,source_url,source_price_jpy,source_currency,exchange_rate_note
,Logicool MX Anywhere 3S Wireless Mouse,logicool-mx-anywhere-3s-wireless-mouse-11,Logicool MX Anywhere 3S compact wireless mouse.,Logicool MX Anywhere 3S compact wireless mouse. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,2286000,,30,https://m.media-amazon.com/images/I/61wfNJwq+GL._AC_.jpg,https://m.media-amazon.com/images/I/61dYSaNVRaL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/61uDYXfqtxL._AC_.jpg|https://m.media-amazon.com/images/I/61pjg-KW2zL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/71iuDMYNo7L.jpg|https://m.media-amazon.com/images/I/41Noe6W5leL._AC_SY300_SX300_QL70_ML2_.jpg,11,1,phu-kien,logitech,Amazon Japan,https://www.amazon.co.jp/dp/B0C65MQZ65,13680,JPY,1 JPY = 167.08 VND
,Xiaomi Smart Band 9 Arctic Blue,xiaomi-smart-band-9-arctic-blue-12,Xiaomi Smart Band 9 fitness tracker in Arctic Blue.,Xiaomi Smart Band 9 fitness tracker in Arctic Blue. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,916000,,31,https://m.media-amazon.com/images/I/616JwSeqklL._AC_.jpg,https://m.media-amazon.com/images/I/61xWb8GWSzL._AC_.jpg|https://m.media-amazon.com/images/I/71baCxj-6zL._AC_.jpg|https://m.media-amazon.com/images/I/61PRxIhqw+L._AC_.jpg|https://m.media-amazon.com/images/I/71YEWp+cqkL._AC_.jpg|https://m.media-amazon.com/images/I/51BPKHIFu7L._AC_.jpg,12,1,dong-ho-thong-minh,xiaomi,Amazon Japan,https://www.amazon.co.jp/dp/B0D98DMX2H,5480,JPY,1 JPY = 167.08 VND
,Xiaomi Smart Band 9 Pro Black,xiaomi-smart-band-9-pro-black-13,Xiaomi Smart Band 9 Pro wearable band.,Xiaomi Smart Band 9 Pro wearable band. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,1551000,,32,https://m.media-amazon.com/images/I/71L64It8hIL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61OhQCN2QFL._AC_.jpg|https://m.media-amazon.com/images/I/71iBrsQzbqL._AC_.jpg|https://m.media-amazon.com/images/I/61L9DJHapiL._AC_.jpg|https://m.media-amazon.com/images/I/616XNxeqQJL._AC_.jpg|https://m.media-amazon.com/images/I/51BPKHIFu7L._AC_.jpg,13,1,dong-ho-thong-minh,xiaomi,Amazon Japan,https://www.amazon.co.jp/dp/B0DK71CTCK,9280,JPY,1 JPY = 167.08 VND
,Sony WH-1000XM6 Wireless Headphones Black,sony-wh-1000xm6-wireless-headphones-black-14,Sony WH-1000XM6 wireless noise cancelling headphones.,Sony WH-1000XM6 wireless noise cancelling headphones. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,10025000,,33,https://m.media-amazon.com/images/I/61nGlYFDZNL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/412YC8eIDvL._SL500_.jpg|https://m.media-amazon.com/images/I/613axEScHJL._AC_.jpg|https://m.media-amazon.com/images/I/71OIlQoeLPL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/51aYMHWGMnL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/51TnESMkz1L._AC_.jpg,14,1,tai-nghe,sony,Amazon Japan,https://www.amazon.co.jp/dp/B0F77PMC1P,60000,JPY,1 JPY = 167.08 VND
,Sony WF-1000XM5 Wireless Earbuds Black,sony-wf-1000xm5-wireless-earbuds-black-15,Sony WF-1000XM5 wireless noise cancelling earbuds.,Sony WF-1000XM5 wireless noise cancelling earbuds. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,6650000,,34,https://m.media-amazon.com/images/I/713IRzfhsEL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61-Otj9dLBL._AC_.jpg|https://m.media-amazon.com/images/I/61GJAFdM9pL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/51aXvjzcukL._AC_.jpg|https://m.media-amazon.com/images/I/41iw2zKsohL._AC_SL1100_.jpg|https://m.media-amazon.com/images/I/51B6+Iyd3ML._AC_.jpg,15,1,tai-nghe,sony,Amazon Japan,https://www.amazon.co.jp/dp/B0CBKQZXT7,39800,JPY,1 JPY = 167.08 VND
,Sony WF-C500 Truly Wireless Earbuds Green,sony-wf-c500-truly-wireless-earbuds-green-16,Sony WF-C500 truly wireless earbuds.,Sony WF-C500 truly wireless earbuds. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,910000,,35,https://m.media-amazon.com/images/I/417mkvJ82xL._SL1001_.jpg,https://m.media-amazon.com/images/I/51SQmLroM2L.__AC_SX300_SY300_QL70_ML2_.jpg|https://m.media-amazon.com/images/I/51sj+JxisFL._SL1500_.jpg|https://m.media-amazon.com/images/I/41+avsG89QL._AC_SL1200_.jpg|https://m.media-amazon.com/images/I/41mOBOzvcsL._AC_SL1100_.jpg|https://m.media-amazon.com/images/I/51rvscpuXTL._SX679_.jpg,16,1,tai-nghe,sony,Amazon Japan,https://www.amazon.co.jp/dp/B09GK8FS94,5444,JPY,1 JPY = 167.08 VND
,Apple AirPods Pro 2 USB-C,apple-airpods-pro-2-usb-c-17,Apple AirPods Pro second generation with USB-C charging case.,Apple AirPods Pro second generation with USB-C charging case. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,6381000,,36,https://m.media-amazon.com/images/I/611pEx7220L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61n7MpBGeBL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/51aHwMRyg7L._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/5109DuIUaML.jpg|https://m.media-amazon.com/images/I/61SUj2aKoEL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/71723uoJ2DL._AC_.jpg,17,1,tai-nghe,apple,Amazon Japan,https://www.amazon.co.jp/dp/B0CHXVBQHR,38192,JPY,1 JPY = 167.08 VND
,Sony Alpha 7 III Mirrorless Camera Body,sony-alpha-7-iii-mirrorless-camera-body-18,Sony Alpha 7 III full-frame mirrorless camera body.,Sony Alpha 7 III full-frame mirrorless camera body. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,34920000,,37,https://m.media-amazon.com/images/I/517CEyCXIHL._AC_SY300_SX300_QL70_ML2_.jpg,https://m.media-amazon.com/images/I/91Wy3y+bf8L._AC_.jpg|https://m.media-amazon.com/images/I/81DA7ctdDIL._AC_.jpg|https://m.media-amazon.com/images/I/41VM4LEUrIL._AC_.jpg|https://m.media-amazon.com/images/I/81ZhdQPBuPL._AC_.jpg|https://m.media-amazon.com/images/I/81jlDvZPMnL._AC_.jpg,18,1,camera,sony,Amazon Japan,https://www.amazon.co.jp/dp/B07B49TM91,209000,JPY,1 JPY = 167.08 VND
,Sony VLOGCAM ZV-E10M2 Lens Kit Black,sony-vlogcam-zv-e10m2-lens-kit-black-19,Sony VLOGCAM ZV-E10M2 lens kit black model.,Sony VLOGCAM ZV-E10M2 lens kit black model. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,23773000,,38,https://m.media-amazon.com/images/I/61-4-pbDi2L._AC_SX679_.jpg,https://m.media-amazon.com/images/I/81IVb8LbzUL._AC_.jpg|https://m.media-amazon.com/images/I/51NeDAoCsnL._AC_SY450_.jpg|https://m.media-amazon.com/images/I/51NeDAoCsnL._AC_SX425_.jpg|https://m.media-amazon.com/images/I/51NeDAoCsnL._AC_SL1001_.jpg|https://m.media-amazon.com/images/I/51kXxz+5XrL._SY300_SX300_QL70_ML2_.jpg,19,1,camera,sony,Amazon Japan,https://www.amazon.co.jp/dp/B0F6YBTB4M,142283,JPY,1 JPY = 167.08 VND
,Nikon Z30 Double Zoom Kit Black,nikon-z30-double-zoom-kit-black-20,Nikon Z30 double zoom kit mirrorless camera.,Nikon Z30 double zoom kit mirrorless camera. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,22252000,,39,https://m.media-amazon.com/images/I/519fePs2bgL._AC_SY300_SX300_QL70_ML2_.jpg,https://m.media-amazon.com/images/I/61lfi6XxTdL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/81CkLLcbf2L._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/51rTDPEJFoL._AC_SL1001_.jpg|https://m.media-amazon.com/images/I/81FBS6jesYL._AC_SX679_.jpg|https://m.media-amazon.com/images/I/81OtkeAoFBL._AC_SL1500_.jpg,20,1,camera,,Amazon Japan,https://www.amazon.co.jp/dp/B0B5CSMSXC,133180,JPY,1 JPY = 167.08 VND
,Kodak PIXPRO FZ55 Black,kodak-pixpro-fz55-black-21,Kodak PIXPRO FZ55 compact digital camera black.,Kodak PIXPRO FZ55 compact digital camera black. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,3893000,,40,https://m.media-amazon.com/images/I/81swjZCbdiL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71JETK6Rq9L._AC_.jpg|https://m.media-amazon.com/images/I/81wDmHZx54L._AC_SX450_.jpg|https://m.media-amazon.com/images/I/71BCWor8TPL._AC_SY300_SX300_QL70_ML2_.jpg|https://m.media-amazon.com/images/I/71bgqejA+zL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/5191GgXHLtL._AC_.jpg,21,1,camera,,Amazon Japan,https://www.amazon.co.jp/dp/B09ZRN1N3Z,23299,JPY,1 JPY = 167.08 VND
,TP-Link Archer AX73 Wi-Fi 6 Router,tp-link-archer-ax73-wi-fi-6-router-22,TP-Link Archer AX73 AX5400 Wi-Fi 6 router.,TP-Link Archer AX73 AX5400 Wi-Fi 6 router. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,3890000,,41,https://m.media-amazon.com/images/I/51rbZCeyyYL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/61lLGxtkIZL._SY250_.jpg|https://m.media-amazon.com/images/I/41K66exr-mL._SL500_.jpg|https://m.media-amazon.com/images/I/51DY8yuQILL._AC_.jpg|https://m.media-amazon.com/images/I/71YumBZ9RkS._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/513KDmQQMlL._AC_SL1000_.jpg,22,1,thiet-bi-mang,,Amazon Japan,https://www.amazon.co.jp/dp/B08RDHHS6Z,23280,JPY,1 JPY = 167.08 VND
,TP-Link Archer AX73V Wi-Fi 6 Router,tp-link-archer-ax73v-wi-fi-6-router-23,TP-Link Archer AX73V Amazon Japan limited Wi-Fi 6 router.,TP-Link Archer AX73V Amazon Japan limited Wi-Fi 6 router. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,1972000,,42,https://m.media-amazon.com/images/I/41XYTO+0HsL._AC_.jpg,https://m.media-amazon.com/images/I/411cSgFB4vL.jpg|https://m.media-amazon.com/images/I/41KzBAkf8qL._SL500_.jpg|https://m.media-amazon.com/images/I/71nTOjl4CUL._AC_.jpg|https://m.media-amazon.com/images/I/411cSgFB4vL._AC_.jpg|https://m.media-amazon.com/images/I/31ZEPemIxaL._SL160_.jpg,23,1,thiet-bi-mang,,Amazon Japan,https://www.amazon.co.jp/dp/B0C9PZBQVJ,11800,JPY,1 JPY = 167.08 VND
,Buffalo WSR-5400AX6P Wi-Fi 6 Router,buffalo-wsr-5400ax6p-wi-fi-6-router-24,Buffalo Wi-Fi 6 wireless LAN router.,Buffalo Wi-Fi 6 wireless LAN router. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,2553000,,43,https://m.media-amazon.com/images/I/41HgqSP4UkL._SL500_.jpg,https://m.media-amazon.com/images/I/510GiPo0QzL._SL500_.jpg|https://m.media-amazon.com/images/I/21c5MaNIShL._SL160_.jpg|https://m.media-amazon.com/images/I/41WGrktrf+L._AC_SY300_SX300_QL70_ML2_.jpg|https://m.media-amazon.com/images/I/51vCSqAVFKL._SL500_.jpg|https://m.media-amazon.com/images/I/31hzBXC9WfL._AC_SL1000_.jpg,24,1,thiet-bi-mang,,Amazon Japan,https://www.amazon.co.jp/dp/B0CB8N3K8C,15280,JPY,1 JPY = 167.08 VND
,Samsung microSD Express Card 256GB,samsung-microsd-express-card-256gb-25,Samsung 256GB microSD Express memory card.,Samsung 256GB microSD Express memory card. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,1584000,,44,https://m.media-amazon.com/images/I/61M9cvHut3L._AC_.jpg,https://m.media-amazon.com/images/I/71IjgI7Eu0L.jpg|https://m.media-amazon.com/images/I/71KL+n-Rh4L._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/815tOsbgiKL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/817xUyj7cmL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/715rChyUWWL._AC_.jpg,25,1,phu-kien,samsung,Amazon Japan,https://www.amazon.co.jp/dp/B0F54H8XRK,9480,JPY,1 JPY = 167.08 VND
,DHC Multi Vitamin 90 Day,dhc-multi-vitamin-90-day-26,DHC multivitamin 90-day value pack.,DHC multivitamin 90-day value pack. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,154000,,45,https://m.media-amazon.com/images/I/81KRMrIyESL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/51FCFOSc97L._SL500_.jpg|https://m.media-amazon.com/images/I/71qu44rhHUL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/519tKlETQPS._SL500_.jpg|https://m.media-amazon.com/images/I/51oMIsbvKbL.jpg|https://m.media-amazon.com/images/I/81yVGNBxZAL._AC_SL1300_.jpg,26,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/dp/B00GX1E3R6,921,JPY,1 JPY = 167.08 VND
,DHC Vitamin C 60 Day Set of 3,dhc-vitamin-c-60-day-set-of-3-27,"DHC Vitamin C 60-day supply, set of three packs.","DHC Vitamin C 60-day supply, set of three packs. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.",207000,,46,https://m.media-amazon.com/images/I/713W9f5VV8L.jpg,https://m.media-amazon.com/images/I/7114VBCu9ZL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/71Nqbaiko7L._SL1500_.jpg|https://m.media-amazon.com/images/I/61-Gusf+J4L._SL1000_.jpg|https://m.media-amazon.com/images/I/81xof3ZSQoL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/91mjJweimSL._AC_SL1500_.jpg,27,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/dp/B00P2BSW8E,1239,JPY,1 JPY = 167.08 VND
,DHC Natural Vitamin E Soy 90 Day,dhc-natural-vitamin-e-soy-90-day-28,DHC natural vitamin E soy 90-day supplement.,DHC natural vitamin E soy 90-day supplement. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,199000,,47,https://m.media-amazon.com/images/I/71HoGnngKSL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71qc6-8cDuL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/61+Lq5a2PEL._AC_SL1000_.jpg|https://m.media-amazon.com/images/I/61NTLsysRTL._AC_SL1050_.jpg|https://m.media-amazon.com/images/I/61EfKcN8ULL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/61kdSgiyvAL._AC_SL1000_.jpg,28,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/dp/B01NAAVGN0,1189,JPY,1 JPY = 167.08 VND
,Nature Made Super Vitamin D 1000 IU 90 Day,nature-made-super-vitamin-d-1000-iu-90-day-29,"Nature Made Super Vitamin D 1000 IU, 90 tablets.","Nature Made Super Vitamin D 1000 IU, 90 tablets. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.",133000,,48,https://m.media-amazon.com/images/I/516fzV9se6L.jpg,https://m.media-amazon.com/images/I/516fzV9se6L._AC_SL1000_.jpg|https://m.media-amazon.com/images/I/71SiMK+m2mL._AC_.jpg|https://m.media-amazon.com/images/I/71s6XTD3EuL._AC_.jpg|https://m.media-amazon.com/images/I/61pyrqhqKUL._AC_SX679_.jpg|https://m.media-amazon.com/images/I/41Odjl-3cXL._SS75_.jpg,29,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/dp/B009OB2FVS,795,JPY,1 JPY = 167.08 VND
,Dear Natura Style Multi Vitamin 90 Day,dear-natura-style-multi-vitamin-90-day-30,Dear Natura Style multivitamin 90-day pouch.,Dear Natura Style multivitamin 90-day pouch. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,187000,,49,https://m.media-amazon.com/images/I/71qu44rhHUL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81lFkPQnbyL._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/61Io5VMptkL._AC_SL1024_.jpg|https://m.media-amazon.com/images/I/712fUjDeS4L._AC_SL1500_.jpg|https://m.media-amazon.com/images/I/51DMwijxaRL._SL500_.jpg|https://m.media-amazon.com/images/I/81JCPHEuOQL._AC_SL1500_.jpg,30,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/dp/B0BK7X8FV5,1120,JPY,1 JPY = 167.08 VND
,DHC GABA 30 Day,dhc-gaba-30-day-31,DHC GABA 30-day amino acid supplement.,DHC GABA 30-day amino acid supplement. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,166000,,20,https://m.media-amazon.com/images/I/61E676oT5fL.__AC_SX300_SY300_QL70_ML2_.jpg,https://m.media-amazon.com/images/I/512xcvM1G0L._SL500_.jpg|https://m.media-amazon.com/images/I/51j6ncKjTtL._SL500_.jpg|https://m.media-amazon.com/images/I/41cN7vVxUtL._SL500_.jpg|https://m.media-amazon.com/images/I/71Wz+3fatQL._AC_.jpg|https://m.media-amazon.com/images/I/61DJ4j9oN4L._AC_.jpg,31,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/dp/B074CRBLWT,991,JPY,1 JPY = 167.08 VND
