id,name,slug,short_description,description,price,sale_price,stock_quantity,main_image_url,additional_image_urls,display_order,status,category_slug,brand_slug,source_marketplace,source_url,source_price_jpy,source_currency,exchange_rate_note
,Anker 735 Charger GaNPrime 65W Black,anker-735-charger-ganprime-65w-black-34,Sạc Anker 735 GaNPrime 65W.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,1335000,,22,"https://loremflickr.com/900/900/phone,charger?lock=260519330","https://loremflickr.com/900/900/phone,charger?lock=260519331|https://loremflickr.com/900/900/phone,charger?lock=260519332|https://loremflickr.com/900/900/phone,charger?lock=260519333|https://loremflickr.com/900/900/phone,charger?lock=260519334|https://loremflickr.com/900/900/phone,charger?lock=260519335",21,1,phu-kien,,Amazon Japan,https://www.amazon.co.jp/s?k=Anker+735+Charger+GaNPrime+65W+Black,7990,JPY,1 JPY = 167.08 VND
,Anker Nano II 65W USB-C Charger Black,anker-nano-ii-65w-usb-c-charger-black-35,Sạc Anker Nano II 65W.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,750000,,23,"https://loremflickr.com/900/900/phone,charger?lock=260519340","https://loremflickr.com/900/900/phone,charger?lock=260519341|https://loremflickr.com/900/900/phone,charger?lock=260519342|https://loremflickr.com/900/900/phone,charger?lock=260519343|https://loremflickr.com/900/900/phone,charger?lock=260519344|https://loremflickr.com/900/900/phone,charger?lock=260519345",22,1,phu-kien,,Amazon Japan,https://www.amazon.co.jp/s?k=Anker+Nano+II+65W+USB-C+Charger+Black,4490,JPY,1 JPY = 167.08 VND
,JBL Tour Pro 3 True Wireless Earbuds,jbl-tour-pro-3-true-wireless-earbuds-61,Tai nghe JBL Tour Pro 3.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,5497000,,49,"https://loremflickr.com/900/900/wireless,earbuds?lock=260519600","https://loremflickr.com/900/900/wireless,earbuds?lock=260519601|https://loremflickr.com/900/900/wireless,earbuds?lock=260519602|https://loremflickr.com/900/900/wireless,earbuds?lock=260519603|https://loremflickr.com/900/900/wireless,earbuds?lock=260519604|https://loremflickr.com/900/900/wireless,earbuds?lock=260519605",23,1,tai-nghe,jbl,Amazon Japan,https://www.amazon.co.jp/s?k=JBL+Tour+Pro+3+True+Wireless+Earbuds,32900,JPY,1 JPY = 167.08 VND
,DHC Perfect Supplement Multi Vitamin Mineral,dhc-perfect-supplement-multi-vitamin-mineral-136,DHC Perfect Supplement multi vitamin mineral.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,264000,243000,31,"https://loremflickr.com/900/900/vitamin,pills?lock=260520350","https://loremflickr.com/900/900/vitamin,pills?lock=260520351|https://loremflickr.com/900/900/vitamin,pills?lock=260520352|https://loremflickr.com/900/900/vitamin,pills?lock=260520353|https://loremflickr.com/900/900/vitamin,pills?lock=260520354|https://loremflickr.com/900/900/vitamin,pills?lock=260520355",24,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/s?k=DHC+Perfect+Supplement+Multi+Vitamin+Mineral,1580,JPY,1 JPY = 167.08 VND
,DHC Heme Iron 60 Day,dhc-heme-iron-60-day-102,DHC Heme Iron gói 60 ngày.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,164000,,28,"https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520010","https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520011|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520012|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520013|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520014|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520015",25,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/s?k=DHC+Heme+Iron+60+Day,980,JPY,1 JPY = 167.08 VND
,Sony ZV-1 II Vlog Camera Black,sony-zv-1-ii-vlog-camera-black-69,Sony ZV-1 II camera vlog.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,18345000,,26,"https://loremflickr.com/900/900/camera,product?lock=260519680","https://loremflickr.com/900/900/camera,product?lock=260519681|https://loremflickr.com/900/900/camera,product?lock=260519682|https://loremflickr.com/900/900/camera,product?lock=260519683|https://loremflickr.com/900/900/camera,product?lock=260519684|https://loremflickr.com/900/900/camera,product?lock=260519685",26,1,camera,sony,Amazon Japan,https://www.amazon.co.jp/s?k=Sony+ZV-1+II+Vlog+Camera+Black,109800,JPY,1 JPY = 167.08 VND
,DHC Maca 30 Day,dhc-maca-30-day-117,DHC Maca 30 ngày.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,231000,,43,"https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520160","https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520161|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520162|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520163|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520164|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520165",27,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/s?k=DHC+Maca+30+Day,1380,JPY,1 JPY = 167.08 VND
,ASUS ZenWiFi XD5 2 Pack Mesh Router,asus-zenwifi-xd5-2-pack-mesh-router-88,Mesh router ASUS ZenWiFi XD5.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,5480000,,45,"https://loremflickr.com/900/900/wifi,router?lock=260519870","https://loremflickr.com/900/900/wifi,router?lock=260519871|https://loremflickr.com/900/900/wifi,router?lock=260519872|https://loremflickr.com/900/900/wifi,router?lock=260519873|https://loremflickr.com/900/900/wifi,router?lock=260519874|https://loremflickr.com/900/900/wifi,router?lock=260519875",28,1,thiet-bi-mang,asus,Amazon Japan,https://www.amazon.co.jp/s?k=ASUS+ZenWiFi+XD5+2+Pack+Mesh+Router,32800,JPY,1 JPY = 167.08 VND
,Nikon Z30 Double Zoom Kit Black,nikon-z30-double-zoom-kit-black-73,Nikon Z30 double zoom kit.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,22252000,20472000,30,"https://loremflickr.com/900/900/camera,product?lock=260519720","https://loremflickr.com/900/900/camera,product?lock=260519721|https://loremflickr.com/900/900/camera,product?lock=260519722|https://loremflickr.com/900/900/camera,product?lock=260519723|https://loremflickr.com/900/900/camera,product?lock=260519724|https://loremflickr.com/900/900/camera,product?lock=260519725",29,1,camera,,Amazon Japan,https://www.amazon.co.jp/s?k=Nikon+Z30+Double+Zoom+Kit+Black,133180,JPY,1 JPY = 167.08 VND
,FANCL Enkin Eye Supplement 30 Day,fancl-enkin-eye-supplement-30-day-127,FANCL Enkin eye supplement.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,331000,304000,22,"https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520260","https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520261|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520262|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520263|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520264|https://loremflickr.com/900/900/supplement,pills,bottle?lock=260520265",30,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/s?k=FANCL+Enkin+Eye+Supplement+30+Day,1980,JPY,1 JPY = 167.08 VND
,Nature Made Super Multi Vitamin Minerals,nature-made-super-multi-vitamin-minerals-135,Nature Made multi vitamin minerals.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,314000,,30,"https://loremflickr.com/900/900/vitamin,pills?lock=260520340","https://loremflickr.com/900/900/vitamin,pills?lock=260520341|https://loremflickr.com/900/900/vitamin,pills?lock=260520342|https://loremflickr.com/900/900/vitamin,pills?lock=260520343|https://loremflickr.com/900/900/vitamin,pills?lock=260520344|https://loremflickr.com/900/900/vitamin,pills?lock=260520345",31,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/s?k=Nature+Made+Super+Multi+Vitamin+Minerals,1880,JPY,1 JPY = 167.08 VND
,TP-Link Deco X50 3 Pack Mesh Wi-Fi 6,tp-link-deco-x50-3-pack-mesh-wi-fi-6-80,Mesh Wi-Fi TP-Link Deco X50.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,3967000,,37,"https://loremflickr.com/900/900/wifi,router?lock=260519790","https://loremflickr.com/900/900/wifi,router?lock=260519791|https://loremflickr.com/900/900/wifi,router?lock=260519792|https://loremflickr.com/900/900/wifi,router?lock=260519793|https://loremflickr.com/900/900/wifi,router?lock=260519794|https://loremflickr.com/900/900/wifi,router?lock=260519795",32,1,thiet-bi-mang,,Amazon Japan,https://www.amazon.co.jp/s?k=TP-Link+Deco+X50+3+Pack+Mesh+Wi-Fi+6,23746,JPY,1 JPY = 167.08 VND
,Samsung Galaxy Watch Ultra LTE Titanium Gray,samsung-galaxy-watch-ultra-lte-titanium-gray-48,Galaxy Watch Ultra LTE.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,13333000,,36,https://loremflickr.com/900/900/smartwatch?lock=260519470,https://loremflickr.com/900/900/smartwatch?lock=260519471|https://loremflickr.com/900/900/smartwatch?lock=260519472|https://loremflickr.com/900/900/smartwatch?lock=260519473|https://loremflickr.com/900/900/smartwatch?lock=260519474|https://loremflickr.com/900/900/smartwatch?lock=260519475,33,1,dong-ho-thong-minh,samsung,Amazon Japan,https://www.amazon.co.jp/s?k=Samsung+Galaxy+Watch+Ultra+LTE+Titanium+Gray,79800,JPY,1 JPY = 167.08 VND
,Dell Inspiron 15 Core i5 16GB 512GB,dell-inspiron-15-core-i5-16gb-512gb-19,Dell Inspiron 15 Core i5.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,15004000,13803000,38,"https://loremflickr.com/900/900/laptop,computer?lock=260519180","https://loremflickr.com/900/900/laptop,computer?lock=260519181|https://loremflickr.com/900/900/laptop,computer?lock=260519182|https://loremflickr.com/900/900/laptop,computer?lock=260519183|https://loremflickr.com/900/900/laptop,computer?lock=260519184|https://loremflickr.com/900/900/laptop,computer?lock=260519185",34,1,laptop,dell,Amazon Japan,https://www.amazon.co.jp/s?k=Dell+Inspiron+15+Core+i5+16GB+512GB,89800,JPY,1 JPY = 167.08 VND
,Dear Natura Multi Vitamin 90 Day,dear-natura-multi-vitamin-90-day-104,Dear Natura Multi Vitamin 90 ngày.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,187000,,30,"https://loremflickr.com/900/900/vitamin,pills?lock=260520030","https://loremflickr.com/900/900/vitamin,pills?lock=260520031|https://loremflickr.com/900/900/vitamin,pills?lock=260520032|https://loremflickr.com/900/900/vitamin,pills?lock=260520033|https://loremflickr.com/900/900/vitamin,pills?lock=260520034|https://loremflickr.com/900/900/vitamin,pills?lock=260520035",35,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/s?k=Dear+Natura+Multi+Vitamin+90+Day,1120,JPY,1 JPY = 167.08 VND
,Nature Made Vitamin B Complex 60 Tablets,nature-made-vitamin-b-complex-60-tablets-122,Nature Made Vitamin B Complex.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,154000,,48,"https://loremflickr.com/900/900/vitamin,pills?lock=260520210","https://loremflickr.com/900/900/vitamin,pills?lock=260520211|https://loremflickr.com/900/900/vitamin,pills?lock=260520212|https://loremflickr.com/900/900/vitamin,pills?lock=260520213|https://loremflickr.com/900/900/vitamin,pills?lock=260520214|https://loremflickr.com/900/900/vitamin,pills?lock=260520215",36,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/s?k=Nature+Made+Vitamin+B+Complex+60+Tablets,920,JPY,1 JPY = 167.08 VND
,Samsung Galaxy Watch7 44mm Green,samsung-galaxy-watch7-44mm-green-49,Galaxy Watch7 44mm màu xanh.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,7485000,,37,https://loremflickr.com/900/900/smartwatch?lock=260519480,https://loremflickr.com/900/900/smartwatch?lock=260519481|https://loremflickr.com/900/900/smartwatch?lock=260519482|https://loremflickr.com/900/900/smartwatch?lock=260519483|https://loremflickr.com/900/900/smartwatch?lock=260519484|https://loremflickr.com/900/900/smartwatch?lock=260519485,37,1,dong-ho-thong-minh,samsung,Amazon Japan,https://www.amazon.co.jp/s?k=Samsung+Galaxy+Watch7+44mm+Green,44800,JPY,1 JPY = 167.08 VND
,ASUS RT-AX3000 V2 Wi-Fi 6 Router,asus-rt-ax3000-v2-wi-fi-6-router-83,Router ASUS RT-AX3000 V2.,Product data prepared for Store import. Price converted from JPY to VND; stock is a placeholder.,2553000,,40,"https://loremflickr.com/900/900/wifi,router?lock=260519820","https://loremflickr.com/900/900/wifi,router?lock=260519821|https://loremflickr.com/900/900/wifi,router?lock=260519822|https://loremflickr.com/900/900/wifi,router?lock=260519823|https://loremflickr.com/900/900/wifi,router?lock=260519824|https://loremflickr.com/900/900/wifi,router?lock=260519825",38,1,thiet-bi-mang,asus,Amazon Japan,https://www.amazon.co.jp/s?k=ASUS+RT-AX3000+V2+Wi-Fi+6+Router,15280,JPY,1 JPY = 167.08 VND
