id,name,slug,short_description,description,price,sale_price,stock_quantity,main_image_url,additional_image_urls,display_order,status,category_slug,brand_slug,source_marketplace,source_url,source_price_jpy,source_currency,exchange_rate_note
,Logicool MX Anywhere 3S Wireless Mouse,logicool-mx-anywhere-3s-wireless-mouse-11,Logicool MX Anywhere 3S compact wireless mouse.,Logicool MX Anywhere 3S compact wireless mouse. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,2286000,,30,https://images-na.ssl-images-amazon.com/images/P/B0C65MQZ65.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B0C65MQZ65.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0C65MQZ65.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0C65MQZ65.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0C65MQZ65.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0C65MQZ65.06.LZZZZZZZ.jpg,11,1,phu-kien,logitech,Amazon Japan,https://www.amazon.co.jp/dp/B0C65MQZ65,13680,JPY,1 JPY = 167.08 VND
,Xiaomi Smart Band 9 Arctic Blue,xiaomi-smart-band-9-arctic-blue-12,Xiaomi Smart Band 9 fitness tracker in Arctic Blue.,Xiaomi Smart Band 9 fitness tracker in Arctic Blue. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,916000,,31,https://images-na.ssl-images-amazon.com/images/P/B0D98DMX2H.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B0D98DMX2H.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0D98DMX2H.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0D98DMX2H.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0D98DMX2H.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0D98DMX2H.06.LZZZZZZZ.jpg,12,1,dong-ho-thong-minh,xiaomi,Amazon Japan,https://www.amazon.co.jp/dp/B0D98DMX2H,5480,JPY,1 JPY = 167.08 VND
,Xiaomi Smart Band 9 Pro Black,xiaomi-smart-band-9-pro-black-13,Xiaomi Smart Band 9 Pro wearable band.,Xiaomi Smart Band 9 Pro wearable band. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,1551000,,32,https://images-na.ssl-images-amazon.com/images/P/B0DK71CTCK.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B0DK71CTCK.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0DK71CTCK.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0DK71CTCK.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0DK71CTCK.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0DK71CTCK.06.LZZZZZZZ.jpg,13,1,dong-ho-thong-minh,xiaomi,Amazon Japan,https://www.amazon.co.jp/dp/B0DK71CTCK,9280,JPY,1 JPY = 167.08 VND
,Sony WH-1000XM6 Wireless Headphones Black,sony-wh-1000xm6-wireless-headphones-black-14,Sony WH-1000XM6 wireless noise cancelling headphones.,Sony WH-1000XM6 wireless noise cancelling headphones. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,10025000,,33,https://images-na.ssl-images-amazon.com/images/P/B0F77PMC1P.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B0F77PMC1P.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F77PMC1P.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F77PMC1P.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F77PMC1P.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F77PMC1P.06.LZZZZZZZ.jpg,14,1,tai-nghe,sony,Amazon Japan,https://www.amazon.co.jp/dp/B0F77PMC1P,60000,JPY,1 JPY = 167.08 VND
,Sony WF-1000XM5 Wireless Earbuds Black,sony-wf-1000xm5-wireless-earbuds-black-15,Sony WF-1000XM5 wireless noise cancelling earbuds.,Sony WF-1000XM5 wireless noise cancelling earbuds. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,6650000,,34,https://images-na.ssl-images-amazon.com/images/P/B0CBKQZXT7.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B0CBKQZXT7.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CBKQZXT7.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CBKQZXT7.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CBKQZXT7.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CBKQZXT7.06.LZZZZZZZ.jpg,15,1,tai-nghe,sony,Amazon Japan,https://www.amazon.co.jp/dp/B0CBKQZXT7,39800,JPY,1 JPY = 167.08 VND
,Sony WF-C500 Truly Wireless Earbuds Green,sony-wf-c500-truly-wireless-earbuds-green-16,Sony WF-C500 truly wireless earbuds.,Sony WF-C500 truly wireless earbuds. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,910000,,35,https://images-na.ssl-images-amazon.com/images/P/B09GK8FS94.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B09GK8FS94.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B09GK8FS94.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B09GK8FS94.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B09GK8FS94.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B09GK8FS94.06.LZZZZZZZ.jpg,16,1,tai-nghe,sony,Amazon Japan,https://www.amazon.co.jp/dp/B09GK8FS94,5444,JPY,1 JPY = 167.08 VND
,Apple AirPods Pro 2 USB-C,apple-airpods-pro-2-usb-c-17,Apple AirPods Pro second generation with USB-C charging case.,Apple AirPods Pro second generation with USB-C charging case. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,6381000,,36,https://images-na.ssl-images-amazon.com/images/P/B0CHXVBQHR.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B0CHXVBQHR.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CHXVBQHR.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CHXVBQHR.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CHXVBQHR.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CHXVBQHR.06.LZZZZZZZ.jpg,17,1,tai-nghe,apple,Amazon Japan,https://www.amazon.co.jp/dp/B0CHXVBQHR,38192,JPY,1 JPY = 167.08 VND
,Sony Alpha 7 III Mirrorless Camera Body,sony-alpha-7-iii-mirrorless-camera-body-18,Sony Alpha 7 III full-frame mirrorless camera body.,Sony Alpha 7 III full-frame mirrorless camera body. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,34920000,,37,https://images-na.ssl-images-amazon.com/images/P/B07B49TM91.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B07B49TM91.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B07B49TM91.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B07B49TM91.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B07B49TM91.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B07B49TM91.06.LZZZZZZZ.jpg,18,1,camera,sony,Amazon Japan,https://www.amazon.co.jp/dp/B07B49TM91,209000,JPY,1 JPY = 167.08 VND
,Sony VLOGCAM ZV-E10M2 Lens Kit Black,sony-vlogcam-zv-e10m2-lens-kit-black-19,Sony VLOGCAM ZV-E10M2 lens kit black model.,Sony VLOGCAM ZV-E10M2 lens kit black model. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,23773000,,38,https://images-na.ssl-images-amazon.com/images/P/B0F6YBTB4M.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B0F6YBTB4M.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F6YBTB4M.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F6YBTB4M.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F6YBTB4M.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F6YBTB4M.06.LZZZZZZZ.jpg,19,1,camera,sony,Amazon Japan,https://www.amazon.co.jp/dp/B0F6YBTB4M,142283,JPY,1 JPY = 167.08 VND
,Nikon Z30 Double Zoom Kit Black,nikon-z30-double-zoom-kit-black-20,Nikon Z30 double zoom kit mirrorless camera.,Nikon Z30 double zoom kit mirrorless camera. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,22252000,,39,https://images-na.ssl-images-amazon.com/images/P/B0B5CSMSXC.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B0B5CSMSXC.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0B5CSMSXC.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0B5CSMSXC.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0B5CSMSXC.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0B5CSMSXC.06.LZZZZZZZ.jpg,20,1,camera,,Amazon Japan,https://www.amazon.co.jp/dp/B0B5CSMSXC,133180,JPY,1 JPY = 167.08 VND
,Kodak PIXPRO FZ55 Black,kodak-pixpro-fz55-black-21,Kodak PIXPRO FZ55 compact digital camera black.,Kodak PIXPRO FZ55 compact digital camera black. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,3893000,,40,https://images-na.ssl-images-amazon.com/images/P/B09ZRN1N3Z.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B09ZRN1N3Z.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B09ZRN1N3Z.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B09ZRN1N3Z.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B09ZRN1N3Z.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B09ZRN1N3Z.06.LZZZZZZZ.jpg,21,1,camera,,Amazon Japan,https://www.amazon.co.jp/dp/B09ZRN1N3Z,23299,JPY,1 JPY = 167.08 VND
,TP-Link Archer AX73 Wi-Fi 6 Router,tp-link-archer-ax73-wi-fi-6-router-22,TP-Link Archer AX73 AX5400 Wi-Fi 6 router.,TP-Link Archer AX73 AX5400 Wi-Fi 6 router. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,3890000,,41,https://images-na.ssl-images-amazon.com/images/P/B08RDHHS6Z.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B08RDHHS6Z.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B08RDHHS6Z.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B08RDHHS6Z.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B08RDHHS6Z.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B08RDHHS6Z.06.LZZZZZZZ.jpg,22,1,thiet-bi-mang,,Amazon Japan,https://www.amazon.co.jp/dp/B08RDHHS6Z,23280,JPY,1 JPY = 167.08 VND
,TP-Link Archer AX73V Wi-Fi 6 Router,tp-link-archer-ax73v-wi-fi-6-router-23,TP-Link Archer AX73V Amazon Japan limited Wi-Fi 6 router.,TP-Link Archer AX73V Amazon Japan limited Wi-Fi 6 router. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,1972000,,42,https://images-na.ssl-images-amazon.com/images/P/B0C9PZBQVJ.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B0C9PZBQVJ.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0C9PZBQVJ.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0C9PZBQVJ.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0C9PZBQVJ.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0C9PZBQVJ.06.LZZZZZZZ.jpg,23,1,thiet-bi-mang,,Amazon Japan,https://www.amazon.co.jp/dp/B0C9PZBQVJ,11800,JPY,1 JPY = 167.08 VND
,Buffalo WSR-5400AX6P Wi-Fi 6 Router,buffalo-wsr-5400ax6p-wi-fi-6-router-24,Buffalo Wi-Fi 6 wireless LAN router.,Buffalo Wi-Fi 6 wireless LAN router. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,2553000,,43,https://images-na.ssl-images-amazon.com/images/P/B0CB8N3K8C.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B0CB8N3K8C.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CB8N3K8C.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CB8N3K8C.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CB8N3K8C.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0CB8N3K8C.06.LZZZZZZZ.jpg,24,1,thiet-bi-mang,,Amazon Japan,https://www.amazon.co.jp/dp/B0CB8N3K8C,15280,JPY,1 JPY = 167.08 VND
,Samsung microSD Express Card 256GB,samsung-microsd-express-card-256gb-25,Samsung 256GB microSD Express memory card.,Samsung 256GB microSD Express memory card. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,1584000,,44,https://images-na.ssl-images-amazon.com/images/P/B0F54H8XRK.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B0F54H8XRK.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F54H8XRK.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F54H8XRK.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F54H8XRK.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B0F54H8XRK.06.LZZZZZZZ.jpg,25,1,phu-kien,samsung,Amazon Japan,https://www.amazon.co.jp/dp/B0F54H8XRK,9480,JPY,1 JPY = 167.08 VND
,DHC Multi Vitamin 90 Day,dhc-multi-vitamin-90-day-26,DHC multivitamin 90-day value pack.,DHC multivitamin 90-day value pack. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.,154000,,45,https://images-na.ssl-images-amazon.com/images/P/B00GX1E3R6.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B00GX1E3R6.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B00GX1E3R6.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B00GX1E3R6.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B00GX1E3R6.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B00GX1E3R6.06.LZZZZZZZ.jpg,26,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/dp/B00GX1E3R6,921,JPY,1 JPY = 167.08 VND
,DHC Vitamin C 60 Day Set of 3,dhc-vitamin-c-60-day-set-of-3-27,"DHC Vitamin C 60-day supply, set of three packs.","DHC Vitamin C 60-day supply, set of three packs. Collected from Amazon Japan product page/source. Price converted from JPY to VND; stock is a placeholder.",207000,,46,https://images-na.ssl-images-amazon.com/images/P/B00P2BSW8E.01.LZZZZZZZ.jpg,https://images-na.ssl-images-amazon.com/images/P/B00P2BSW8E.02.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B00P2BSW8E.03.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B00P2BSW8E.04.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B00P2BSW8E.05.LZZZZZZZ.jpg|https://images-na.ssl-images-amazon.com/images/P/B00P2BSW8E.06.LZZZZZZZ.jpg,27,1,thuc-pham-bo-sung,,Amazon Japan,https://www.amazon.co.jp/dp/B00P2BSW8E,1239,JPY,1 JPY = 167.08 VND
